objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho446,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,SGA President Look at NCC,application/pdf,Speaks on highly on campus,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.09.30.2,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho447,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,Marketing At IBM,application/pdf,Standing picture of of male advertising IDM,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.09.30.2,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho448,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-4.pdf,SGA President Look at NCC,application/pdf,,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.3,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho449,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-4.pdf,U.S Jobs Outlook Program Slated,application/pdf,Helping students look for jobs after leaving school,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho450,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-4.pdf,Riddrick Speaks,application/pdf,,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho451,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-4.pdf,Fuller Speaks At NCC Rally,application/pdf,"The committee, the Black Solidarity Committee for Community Im­ provement, will strive to unify and solidify black people of Durham in their efforts to im­ prove conditions for the t",NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho452,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-5/,Winter Fashions Given Review ,application/pdf,Outfits for the winter were fashionable worn by the african american woman,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho453,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-5/,Student Union Needs More Student ,application/pdf,The student Union was used to better the individuals in the organization and grow upon their activites become more than just a single group.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho454,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-5/,The Inquirer Reporter ,application/pdf,A new trend is going around on campus showcasing african american students wearing out their afros. Due to this large observation questions were asked upon students for what their understanding of what the trend meant. Majority replied with the beauty of black excellence and racial pride for their culture.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho455,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-5/,Reading Program Makes New Plans,application/pdf,"A cultural reading program that revolves around NCC with quiz bowls and activites posed of ""Black Identity"".",NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho456,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Campus Interviews Set for November ,application/pdf,Variations of interviews dated upon campus for future references and arrival.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho457,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Eagle of The Month ,application/pdf,Miss Norma Leak is given a discription of her activites hobbies and achievements upon arrival to NCCU,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho458,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Frat-Soro Lines Come To NCC,application/pdf,Sororities and Fraternitie are be proccessed to comeover to NCC's environment.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
